year,article,title,clause_number,content,has_fine,fine_amount,fine_range,violations
2019,16,Xử phạt người điều khiển xe ô tô (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được,6,"6. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị áp dụng các 
hình thức xử phạt bổ sung sau đây: 
a) Thực hiện hành vi quy định tại điểm a, điểm b khoản 3; khoản 4; điểm a, điểm e khoản 5 Điều 
này bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng; 
b) Thực hiện hành vi quy định tại điểm a khoản 3, điểm d khoản 4 Điều này bị tịch thu đèn lắp 
thêm, còi vượt quá âm lượng; 
c) Thực hiện hành vi quy định tại điểm d, điểm đ khoản 5 Điều này bị tịch thu Giấy chứng nhận, 
tem kiểm định an toàn kỹ thuật và bảo vệ môi trường, Giấy đăng ký xe, biển số không đúng quy 
định hoặc bị tẩy xóa; bị tước quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng; 
d) Thực hiện hành vi quy định tại điểm b, điểm c khoản 5 Điều này bị tịch thu phương tiện (trừ 
trường hợp xe ô tô từ 10 chỗ ngồi trở lên kinh doanh vận tải hành khách có niên hạn sử dụng 
vượt quá quy định về điều kiện kinh doanh của hình thức kinh doanh đã đăng ký nhưng chưa quá 
20 năm tính từ năm sản xuất, xe ô tô dưới 10 chỗ ngồi kinh doanh vận tải hành khách) và bị tước 
quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng; 
đ) Thực hiện hành vi quy định tại điểm a khoản 4, điểm đ khoản 5 Điều này trong trường hợp 
không có Giấy đăng ký xe hoặc sử dụng Giấy đăng ký xe không do cơ quan có thẩm quyền cấp, 
không đúng số khung, số máy của xe hoặc bị tẩy xóa (kể cả rơ moóc và sơ mi rơ moóc) mà 
không chứng minh được nguồn gốc xuất xứ của phương tiện (không có giấy tờ, chứng từ chuyển 
quyền sở hữu xe hoặc giấy tờ, chứng từ nguồn gốc xe hợp pháp) thì bị tịch thu phương tiện.",False,,,"Thực hiện hành vi quy định tại điểm a, điểm b khoản 3; khoản 4; điểm a, điểm e khoản 5 Điều; Thực hiện hành vi quy định tại điểm a khoản 3, điểm d khoản 4 Điều này bị tịch thu đèn lắp; Thực hiện hành vi quy định tại điểm d, điểm đ khoản 5 Điều này bị tịch thu Giấy chứng nhận,; Thực hiện hành vi quy định tại điểm b, điểm c khoản 5 Điều này bị tịch thu phương tiện (trừ; và bị tước; mà; thì bị tịch thu phương tiện."
2019,16,Xử phạt người điều khiển xe ô tô (bao gồm cả rơ moóc hoặc sơ mi rơ moóc được,7,"7. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển xe thực hiện hành vi vi phạm còn 
bị áp dụng các biện pháp khắc phục hậu quả sau đây: 
a) Thực hiện hành vi quy định tại khoản 1; khoản 2; điểm b, điểm c, điểm d, điểm đ khoản 3; 
điểm d, điểm đ khoản 4 Điều này buộc phải lắp đầy đủ thiết bị hoặc thay thế thiết bị đủ tiêu 
chuẩn an toàn kỹ thuật hoặc khôi phục lại tính năng kỹ thuật của thiết bị theo quy định; 
b) Thực hiện hành vi quy định tại điểm a, điểm e khoản 3 Điều này buộc phải lắp đầy đủ thiết bị 
hoặc khôi phục lại tính năng kỹ thuật của thiết bị theo quy định, tháo bỏ những thiết bị lắp thêm 
không đúng quy định.",False,,,"Thực hiện hành vi quy định tại khoản 1; khoản 2; điểm b, điểm c, điểm d, điểm đ khoản 3;; Thực hiện hành vi quy định tại điểm a, điểm e khoản 3 Điều này buộc phải lắp đầy đủ thiết bị"
2019,17,"Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe",1,"1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe không có còi; đèn soi biển số; đèn báo hãm; gương chiếu hậu bên trái người 
điều khiển hoặc có nhưng không có tác dụng; 
b) Điều khiển xe gắn biển số không đúng quy định; gắn biển số không rõ chữ, số; gắn biển số bị 
bẻ cong, bị che lấp, bị hỏng; sơn, dán thêm làm thay đổi chữ, số hoặc thay đổi màu sắc của chữ, 
số, nền biển; 
c) Điều khiển xe không có đèn tín hiệu hoặc có nhưng không có tác dụng; 
d) Sử dụng còi không đúng quy chuẩn kỹ thuật cho từng loại xe; 
đ) Điều khiển xe không có bộ phận giảm thanh, giảm khói hoặc có nhưng không bảo đảm quy 
chuẩn môi trường về khí thải, tiếng ồn; 
e) Điều khiển xe không có đèn chiếu sáng gần, xa hoặc có nhưng không có tác dụng, không đúng 
tiêu chuẩn thiết kế; 
g) Điều khiển xe không có hệ thống hãm hoặc có nhưng không có tác dụng, không bảo đảm tiêu 
chuẩn kỹ thuật; 
h) Điều khiển xe lắp đèn chiếu sáng về phía sau xe.",True,,100000 - 200000,"Điều khiển xe không có còi; đèn soi biển số; đèn báo hãm; gương chiếu hậu bên trái người; Điều khiển xe gắn biển số không đúng quy định; gắn biển số không rõ chữ, số; gắn biển số bị; Điều khiển xe không có đèn tín hiệu hoặc có nhưng không có tác dụng;; Sử dụng còi không đúng quy chuẩn kỹ thuật cho từng loại xe;; Điều khiển xe không có đèn chiếu sáng gần, xa hoặc có nhưng không có tác dụng, không đúng; Điều khiển xe không có hệ thống hãm hoặc có nhưng không có tác dụng, không bảo đảm tiêu; Điều khiển xe lắp đèn chiếu sáng về phía sau xe."
2019,17,"Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe",2,"2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe không có Giấy đăng ký xe theo quy định hoặc sử dụng Giấy đăng ký xe đã hết 
hạn sử dụng; 
b) Sử dụng Giấy đăng ký xe đã bị tẩy xóa; sử dụng Giấy đăng ký xe không đúng số khung, số 
máy của xe hoặc không do cơ quan có thẩm quyền cấp; 
c) Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số); gắn biển số 
không đúng với Giấy đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp.",True,,300000 - 400000,"Điều khiển xe không có Giấy đăng ký xe theo quy định hoặc sử dụng Giấy đăng ký xe đã hết; Sử dụng Giấy đăng ký xe đã bị tẩy xóa; sử dụng Giấy đăng ký xe không đúng số khung, số; Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số); gắn biển số"
2019,17,"Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe",3,"3. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe đăng ký tạm hoạt động quá phạm vi, thời hạn cho phép; 
b) Điều khiển loại xe sản xuất, lắp ráp trái quy định tham gia giao thông.",True,,800000 - 1000000,"Điều khiển xe đăng ký tạm hoạt động quá phạm vi, thời hạn cho phép;; Điều khiển loại xe sản xuất, lắp ráp trái quy định tham gia giao thông."
2019,17,"Xử phạt người điều khiển xe mô tô, xe gắn máy (kể cả xe máy điện), các loại xe",4,"4. Ngoài việc bị phạt tiền, người điều khiển xe thực hiện hành vi vi phạm còn bị áp dụng các 
hình thức xử phạt bổ sung sau đây: 
a) Thực hiện hành vi quy định tại điểm d khoản 1 Điều này bị tịch thu còi; 
b) Thực hiện hành vi quy định tại điểm b, điểm c khoản 2 Điều này bị tịch thu Giấy đăng ký xe, 
biển số không đúng quy định hoặc bị tẩy xóa; 
c) Thực hiện hành vi quy định tại điểm a khoản 3 Điều này bị tước quyền sử dụng Giấy phép lái 
xe từ 01 tháng đến 03 tháng; 
d) Thực hiện hành vi quy định tại điểm b khoản 3 Điều này bị tịch thu phương tiện và tước 
quyền sử dụng Giấy phép lái xe từ 01 tháng đến 03 tháng; 
đ) Thực hiện hành vi quy định tại điểm a, điểm b khoản 2 Điều này trong trường hợp không có 
Giấy đăng ký xe hoặc sử dụng Giấy đăng ký xe không do cơ quan có thẩm quyền cấp, không 
đúng số khung, số máy của xe hoặc bị tẩy xóa mà không chứng minh được nguồn gốc xuất xứ 
của phương tiện (không có giấy tờ, chứng từ chuyển quyền sở hữu xe hoặc giấy tờ, chứng từ 
nguồn gốc xe hợp pháp) thì bị tịch thu phương tiện.",False,,,"Thực hiện hành vi quy định tại điểm d khoản 1 Điều này bị tịch thu còi;; Thực hiện hành vi quy định tại điểm b, điểm c khoản 2 Điều này bị tịch thu Giấy đăng ký xe,; Thực hiện hành vi quy định tại điểm a khoản 3 Điều này bị tước quyền sử dụng Giấy phép lái; Thực hiện hành vi quy định tại điểm b khoản 3 Điều này bị tịch thu phương tiện và tước; thì bị tịch thu phương tiện."
2019,18,Xử phạt người điều khiển xe thô sơ vi phạm quy định về điều kiện của phương,1,"1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với hành vi điều khiển xe không có đăng ký, 
không gắn biển số (đối với loại xe có quy định phải đăng ký và gắn biển số).",True,,100000 - 200000,
2019,18,Xử phạt người điều khiển xe thô sơ vi phạm quy định về điều kiện của phương,2,"2. Phạt tiền từ 200.000 đồng đến 300.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe không có hệ thống hãm hoặc có nhưng không có tác dụng; 
b) Điều khiển xe thô sơ chở khách, chở hàng không bảo đảm tiêu chuẩn về tiện nghi và vệ sinh 
theo quy định của địa phương.",True,,200000 - 300000,"Điều khiển xe không có hệ thống hãm hoặc có nhưng không có tác dụng;; Điều khiển xe thô sơ chở khách, chở hàng không bảo đảm tiêu chuẩn về tiện nghi và vệ sinh"
2019,19,"Xử phạt người điều khiển máy kéo (kể cả rơ moóc được kéo theo), xe máy chuyên",1,"1. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Điều khiển xe gắn biển số không đúng vị trí; gắn biển số không rõ chữ, số; gắn biển số bị bẻ 
cong, bị che lấp, bị hỏng; sơn, dán thêm làm thay đổi chữ, số hoặc thay đổi màu sắc của chữ, số, 
nền biển; 
b) Điều khiển xe không có hệ thống hãm hoặc có hệ thống hãm nhưng không bảo đảm tiêu chuẩn 
kỹ thuật; điều khiển xe có hệ thống chuyển hướng không bảo đảm tiêu chuẩn kỹ thuật; 
c) Điều khiển xe có các bộ phận chuyên dùng lắp đặt không đúng vị trí; không bảo đảm an toàn 
khi di chuyển; 
d) Điều khiển xe không có đủ đèn chiếu sáng; không có bộ phận giảm thanh, giảm khói hoặc có 
nhưng không có tác dụng, không bảo đảm quy chuẩn môi trường về khí thải, tiếng ồn; 
đ) Điều khiển xe có Giấy chứng nhận hoặc tem kiểm định an toàn kỹ thuật và bảo vệ môi trường 
nhưng đã hết hạn sử dụng dưới 01 tháng (kể cả rơ moóc).",True,,300000 - 400000,"Điều khiển xe gắn biển số không đúng vị trí; gắn biển số không rõ chữ, số; gắn biển số bị bẻ; Điều khiển xe không có hệ thống hãm hoặc có hệ thống hãm nhưng không bảo đảm tiêu chuẩn; Điều khiển xe có các bộ phận chuyên dùng lắp đặt không đúng vị trí; không bảo đảm an toàn; Điều khiển xe không có đủ đèn chiếu sáng; không có bộ phận giảm thanh, giảm khói hoặc có; ."
2019,19,"Xử phạt người điều khiển máy kéo (kể cả rơ moóc được kéo theo), xe máy chuyên",2,"2. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành vi vi phạm sau 
đây: 
a) Điều khiển xe hoạt động không đúng phạm vi quy định; 
b) Điều khiển máy kéo, xe máy chuyên dùng sản xuất, lắp ráp hoặc cải tạo trái quy định tham gia 
giao thông; 
c) Điều khiển xe không có Giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường 
(đối với loại xe có quy định phải kiểm định, trừ xe đăng ký tạm thời) hoặc có nhưng đã hết hạn 
sử dụng từ 01 tháng trở lên (kể cả rơ moóc); 
d) Điều khiển xe không có Giấy đăng ký xe hoặc sử dụng Giấy đăng ký xe đã hết hạn sử dụng 
(kể cả rơ moóc); 
đ) Điều khiển xe không gắn biển số (đối với loại xe có quy định phải gắn biển số); gắn biển số 
không đúng với Giấy đăng ký xe hoặc gắn biển số không do cơ quan có thẩm quyền cấp (kể cả 
rơ moóc); 
e) Sử dụng Giấy đăng ký xe, Giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi 
trường không do cơ quan có thẩm quyền cấp hoặc bị tẩy xóa; sử dụng Giấy đăng ký xe không 
đúng số khung, số máy của xe (kể cả rơ moóc).",True,,1000000 - 2000000,"Điều khiển xe hoạt động không đúng phạm vi quy định;; Điều khiển máy kéo, xe máy chuyên dùng sản xuất, lắp ráp hoặc cải tạo trái quy định tham gia; Điều khiển xe không có Giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường; hoặc có nhưng đã hết hạn; ;; Điều khiển xe không có Giấy đăng ký xe hoặc sử dụng Giấy đăng ký xe đã hết hạn sử dụng; ;; ;; Sử dụng Giấy đăng ký xe, Giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi; ."
2019,19,"Xử phạt người điều khiển máy kéo (kể cả rơ moóc được kéo theo), xe máy chuyên",3,"3. Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị áp 
dụng các hình thức xử phạt bổ sung sau đây: 
a) Thực hiện hành vi quy định tại điểm b khoản 2 Điều này bị tịch thu phương tiện; 
b) Thực hiện hành vi quy định tại điểm đ khoản 1; điểm b, điểm c, điểm d, điểm đ, điểm e khoản 
2 Điều này bị tước quyền sử dụng Giấy phép lái xe (khi điều khiển máy kéo), chứng chỉ bồi 
dưỡng kiến thức pháp luật về giao thông đường bộ khi điều khiển xe máy chuyên dùng) từ 01 
tháng đến 03 tháng; 
c) Thực hiện hành vi quy định tại điểm đ, điểm e khoản 2 Điều này bị tịch thu Giấy đăng ký xe, 
biển số, Giấy chứng nhận, tem kiểm định an toàn kỹ thuật và bảo vệ môi trường không đúng quy 
định hoặc bị tẩy xóa; 
d) Thực hiện hành vi quy định tại điểm d, điểm e khoản 2 Điều này trong trường hợp không có 
Giấy đăng ký xe hoặc sử dụng Giấy đăng ký xe không do cơ quan có thẩm quyền cấp, không 
đúng số khung, số máy của xe hoặc bị tẩy xóa (kể cả rơ moóc) mà không chứng minh được 
nguồn gốc xuất xứ của phương tiện (không có giấy tờ, chứng từ chuyển quyền sở hữu xe hoặc 
giấy tờ, chứng từ nguồn gốc xe hợp pháp) thì bị tịch thu phương tiện.",False,,,"Thực hiện hành vi quy định tại điểm b khoản 2 Điều này bị tịch thu phương tiện;; Thực hiện hành vi quy định tại điểm đ khoản 1; điểm b, điểm c, điểm d, điểm đ, điểm e khoản; , chứng chỉ bồi; từ 01; Thực hiện hành vi quy định tại điểm đ, điểm e khoản 2 Điều này bị tịch thu Giấy đăng ký xe,; Thực hiện hành vi quy định tại điểm d, điểm e khoản 2 Điều này trong trường hợp không có; mà không chứng minh được; thì bị tịch thu phương tiện."
2019,19,"Xử phạt người điều khiển máy kéo (kể cả rơ moóc được kéo theo), xe máy chuyên",4,"4. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi 
phạm quy định tại điểm b, điểm c, điểm d khoản 1 Điều này còn bị áp dụng biện pháp khắc phục 
hậu quả: Buộc phải lắp đầy đủ thiết bị hoặc thay thế thiết bị đủ tiêu chuẩn an toàn kỹ thuật hoặc 
khôi phục lại tính năng kỹ thuật của thiết bị theo quy định.",False,,,
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",1,"1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với hành vi điều khiển xe không đáp ứng yêu 
cầu về vệ sinh lưu thông trong đô thị.",True,,100000 - 200000,
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",2,"2. Phạt tiền từ 2.000.000 đồng đến 4.000.000 đồng đối với một trong các hành vi vi phạm sau 
đây: 
a) Để dầu nhờn, hóa chất rơi vãi xuống đường bộ; 
b) Chở hàng rời, chất thải, vật liệu xây dựng dễ rơi vãi mà không có mui, bạt che đậy hoặc có 
mui, bạt che đậy nhưng vẫn để rơi vãi; chở hàng hoặc chất thải để nước chảy xuống mặt đường 
gây mất an toàn giao thông và vệ sinh môi trường; 
c) Lôi kéo bùn, đất, cát, nguyên liệu, vật liệu hoặc chất phế thải khác ra đường bộ gây mất an 
toàn giao thông và vệ sinh môi trường.",True,,2000000 - 4000000,"Để dầu nhờn, hóa chất rơi vãi xuống đường bộ;; Chở hàng rời, chất thải, vật liệu xây dựng dễ rơi vãi mà không có mui, bạt che đậy hoặc có; Lôi kéo bùn, đất, cát, nguyên liệu, vật liệu hoặc chất phế thải khác ra đường bộ gây mất an"
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",3,"3. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe đổ trái phép rác, 
đất, cát, đá, vật liệu, chất phế thải trong phạm vi đất dành cho đường bộ ở đoạn đường ngoài đô 
thị.",True,,4000000 - 6000000,
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",4,"4. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với người điều khiển xe thực hiện hành 
vi đổ trái phép rác, đất, cát, đá, vật liệu, chất phế thải ra đường phố.",True,,10000000 - 15000000,
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",5,"5. Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm quy định tại 
khoản 3, khoản 4 Điều này còn bị áp dụng hình thức xử phạt bổ sung tước quyền sử dụng Giấy 
phép lái xe từ 01 tháng đến 03 tháng.",False,,,
2019,20,"Xử phạt người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô vi phạm",6,"6. Ngoài việc bị áp dụng hình thức xử phạt, người điều khiển phương tiện thực hiện hành vi vi 
phạm quy định tại khoản 2, khoản 3, khoản 4 Điều này còn bị áp dụng các biện pháp khắc phục 
hậu quả: Buộc phải thu dọn rác, chất phế thải, vật liệu, hàng hóa và khôi phục lại tình trạng ban 
đầu đã bị thay đổi do vi phạm hành chính gây ra; nếu gây ô nhiễm môi trường phải thực hiện các 
biện pháp khắc phục tình trạng ô nhiễm môi trường do vi phạm hành chính gây ra. 
Mục 4. VI PHẠM QUY ĐỊNH VỀ NGƯỜI ĐIỀU KHIỂN PHƯƠNG TIỆN THAM GIA 
GIAO THÔNG ĐƯỜNG BỘ",False,,,
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,1,"1. Phạt cảnh cáo người từ đủ 14 tuổi đến dưới 16 tuổi điều khiển xe mô tô, xe gắn máy (kể cả xe 
máy điện) và các loại xe tương tự xe mô tô hoặc điều khiển xe ô tô, máy kéo và các loại xe tương 
tự xe ô tô.",False,,,"và các loại xe tương tự xe mô tô hoặc điều khiển xe ô tô, máy kéo và các loại xe tương"
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,2,"2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự 
xe gắn máy không có hoặc không mang theo Giấy chứng nhận bảo hiểm trách nhiệm dân sự của 
chủ xe cơ giới còn hiệu lực; 
b) Người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự 
xe gắn máy không mang theo Giấy đăng ký xe; 
c) Người điều khiển xe mô tô và các loại xe tương tự xe mô tô không mang theo Giấy phép lái 
xe, trừ hành vi vi phạm quy định tại điểm b khoản 5, điểm c khoản 7 Điều này.",True,,100000 - 200000,"Người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự; Người điều khiển xe mô tô, xe gắn máy, các loại xe tương tự xe mô tô và các loại xe tương tự; Người điều khiển xe mô tô và các loại xe tương tự xe mô tô không mang theo Giấy phép lái"
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,3,"3. Phạt tiền từ 200.000 đồng đến 400.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy phép 
lái xe, trừ hành vi vi phạm quy định tại điểm c khoản 8 Điều này; 
b) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy đăng 
ký xe (kể cả rơ moóc và sơ mi rơ moóc); 
c) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải 
kiểm định, kể cả rơ moóc và sơ mi rơ moóc).",True,,200000 - 400000,"Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy phép; Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy đăng; ;; Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không mang theo Giấy; ."
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,4,"4. Phạt tiền từ 400.000 đồng đến 600.000 đồng đối với một trong các hành vi vi phạm sau đây: 
a) Người từ đủ 16 tuổi đến dưới 18 tuổi điều khiển xe mô tô có dung tích xi lanh từ 50 cm3 trở 
lên; 
b) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không có hoặc không mang 
theo Giấy chứng nhận bảo hiểm trách nhiệm dân sự của chủ xe cơ giới còn hiệu lực; 
c) Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô có Giấy phép lái xe nhưng 
đã hết hạn sử dụng dưới 06 tháng.",True,,400000 - 600000,"Người từ đủ 16 tuổi đến dưới 18 tuổi điều khiển xe mô tô có dung tích xi lanh từ 50 cm3 trở; Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô không có hoặc không mang; Người điều khiển xe ô tô, máy kéo và các loại xe tương tự xe ô tô có Giấy phép lái xe nhưng"
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,5,"5. Phạt tiền từ 800.000 đồng đến 1.200.000 đồng đối với người điều khiển xe mô tô hai bánh có 
dung tích xi lanh dưới 175 cm3 và các loại xe tương tự xe mô tô thực hiện một trong các hành vi 
vi phạm sau đây: 
a) Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền 
cấp, Giấy phép lái xe bị tẩy xóa; 
b) Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm 
1968 cấp (trừ Giấy phép lái xe quốc tế do Việt Nam cấp) nhưng không mang theo Giấy phép lái 
xe quốc gia; 
c) Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không trùng 
với số phôi được cấp mới nhất trong hệ thống thông tin quản lý Giấy phép lái xe).",True,,800000 - 1200000,Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền; Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm; nhưng không mang theo Giấy phép lái; Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không trùng; .
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,6,"6. Phạt tiền từ 1.200.000 đồng đến 3.000.000 đồng đối với người từ đủ 16 tuổi đến dưới 18 tuổi 
điều khiển xe ô tô, máy kéo, các loại xe tương tự xe ô tô.",True,,1200000 - 3000000,
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,7,"7. Phạt tiền từ 3.000.000 đồng đến 4.000.000 đồng đối với người điều khiển xe mô tô hai bánh 
có dung tích xi lanh từ 175 cm3 trở lên, xe mô tô ba bánh thực hiện một trong các hành vi vi 
phạm sau đây: 
a) Có Giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển; 
b) Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền 
cấp, Giấy phép lái xe bị tẩy xóa; 
c) Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm 
1968 cấp (trừ Giấy phép lái xe quốc tế do Việt Nam cấp) nhưng không mang theo Giấy phép lái 
xe quốc gia; 
d) Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không 
trùng với số phôi được cấp mới nhất trong hệ thống thông tin quản lý Giấy phép lái xe).",True,,3000000 - 4000000,Có Giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển;; Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền; Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm; nhưng không mang theo Giấy phép lái; Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không; .
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,8,"8. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với người điều khiển xe ô tô, máy kéo và 
các loại xe tương tự xe ô tô vi phạm một trong các hành vi sau đây: 
a) Có Giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển hoặc đã hết hạn sử 
dụng từ 06 tháng trở lên; 
b) Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền 
cấp, Giấy phép lái xe bị tẩy xóa; 
c) Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm 
1968 cấp (trừ Giấy phép lái xe quốc tế do Việt Nam cấp) nhưng không mang theo Giấy phép lái 
xe quốc gia; 
d) Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không 
trùng với số phôi được cấp mới nhất trong hệ thống thông tin quản lý Giấy phép lái xe).",True,,4000000 - 6000000,Có Giấy phép lái xe nhưng không phù hợp với loại xe đang điều khiển hoặc đã hết hạn sử; Không có Giấy phép lái xe hoặc sử dụng Giấy phép lái xe không do cơ quan có thẩm quyền; Có Giấy phép lái xe quốc tế do các nước tham gia Công ước về Giao thông đường bộ năm; nhưng không mang theo Giấy phép lái; Sử dụng Giấy phép lái xe không hợp lệ (Giấy phép lái xe có số phôi ghi ở mặt sau không; .
2019,21,Xử phạt các hành vi vi phạm quy định về điều kiện của người điều khiển xe cơ,9,"9. Ngoài việc bị phạt tiền, người điều khiển phương tiện thực hiện hành vi vi phạm còn bị áp 
dụng các hình thức xử phạt bổ sung sau đây: 
a) Thực hiện hành vi quy định tại điểm a, điểm c khoản 5; điểm b, điểm d khoản 7; điểm b, điểm 
d khoản 8 Điều này còn bị áp dụng hình thức xử phạt bổ sung tịch thu Giấy phép lái xe không do 
cơ quan có thẩm quyền cấp, Giấy phép lái xe bị tẩy xóa, Giấy phép lái xe không hợp lệ; 
b) Thực hiện hành vi quy định tại điểm c khoản 5, điểm d khoản 7, điểm d khoản 8 bị tước quyền 
sử dụng Giấy phép lái xe được cấp mới nhất trong hệ thống thông tin quản lý Giấy phép lái xe từ 
01 tháng đến 03 tháng.",False,,,"Thực hiện hành vi quy định tại điểm a, điểm c khoản 5; điểm b, điểm d khoản 7; điểm b, điểm; Thực hiện hành vi quy định tại điểm c khoản 5, điểm d khoản 7, điểm d khoản 8 bị tước quyền"
